Age,Gender,College_Tier,Specialization,CGPA,DSA_Problems_Solved,Internships,Certifications,Projects_Count,Communication_Skills,Aptitude_Test_Score,LeetCode_Rating,GitHub_Contributions,Hackathons_Participated,AI_ML_Skill_Level,System_Design_Knowledge,Resume_Score,Mock_Interview_Score,Placement_Status,Salary_LPA
21,Male,Tier 3,Computer Science,6.35,198,2,10,8,87,41,1267,207,6,5,6,64,96,1,12.55
21,Other,Tier 3,Civil,6.14,105,3,4,10,70,46,2105,206,0,4,1,91,61,1,13.9
21,Female,Tier 3,Computer Science,7.21,476,1,8,6,85,35,1063,180,2,10,8,70,91,1,12.58
18,Female,Tier 2,Data Science,6.95,358,0,3,1,84,75,1399,85,7,8,7,98,46,1,10.97
22,Male,Tier 2,Information Technology,5.21,364,0,0,1,62,71,1097,268,2,9,7,58,79,1,10.29
25,Female,Tier 1,Civil,8.51,0,1,10,6,46,91,1706,199,4,5,5,63,44,1,15.62
21,Other,Tier 3,Data Science,5.67,144,0,8,11,51,66,1651,131,5,6,3,70,64,1,10.92
25,Male,Tier 2,Data Science,6.84,482,0,6,2,71,96,2362,128,8,10,1,63,61,1,13.38
19,Male,Tier 1,AI/ML,7.26,442,0,5,10,80,80,1740,34,0,8,7,52,67,1,10.98
18,Other,Tier 2,Mechanical,6.19,654,1,1,11,67,42,1672,72,7,4,4,80,53,1,9.5
19,Male,Tier 3,Computer Science,8.01,385,0,1,2,57,52,1729,85,1,7,9,67,37,1,13.12
22,Female,Tier 3,Civil,7.31,109,1,10,4,82,84,1125,152,4,7,10,45,88,1,13.04
19,Male,Tier 3,Computer Science,7.75,368,0,3,9,86,54,1974,57,2,4,9,85,56,1,12.66
20,Male,Tier 2,Mechanical,7.95,203,1,10,8,48,94,1492,97,0,6,10,53,75,1,17.08
18,Other,Tier 1,Civil,7.3,317,3,10,9,68,54,1357,81,0,7,10,70,81,1,11.44
25,Female,Tier 2,Information Technology,8.3,365,2,7,9,98,99,1344,47,7,2,4,99,36,1,13.0
22,Other,Tier 2,Mechanical,6.7,216,0,0,7,85,89,1007,137,3,3,10,66,89,1,10.73
24,Female,Tier 2,Civil,8.29,227,3,9,4,65,94,1333,0,0,7,2,81,98,1,17.03
23,Male,Tier 1,Civil,8.09,254,0,4,11,43,67,984,22,3,9,9,45,46,1,12.08
23,Male,Tier 1,Computer Science,8.17,293,0,5,12,74,61,927,152,5,4,5,89,76,1,10.06
22,Male,Tier 2,Mechanical,6.68,395,0,1,12,68,73,1717,207,3,8,7,46,47,1,11.7
21,Male,Tier 3,Mechanical,8.08,162,2,8,2,84,84,1359,93,5,4,6,54,68,1,13.11
24,Other,Tier 1,Information Technology,5.91,216,1,4,12,51,76,1958,32,0,5,1,49,65,1,8.27
23,Other,Tier 3,Civil,5.95,649,1,8,12,58,65,1612,98,2,5,5,95,81,1,11.1
25,Other,Tier 2,AI/ML,7.43,153,1,2,6,77,80,1268,107,1,3,3,80,86,1,10.09
23,Male,Tier 3,Information Technology,6.8,302,0,10,9,50,48,1100,328,0,7,3,79,83,1,13.05
23,Male,Tier 1,Computer Science,5.93,0,0,7,4,61,39,1209,174,1,4,3,91,80,1,10.92
25,Male,Tier 3,Electronics,7.09,159,1,1,5,72,53,1133,87,2,5,4,95,37,1,9.85
20,Female,Tier 3,Civil,6.8,449,1,5,6,97,91,1180,168,3,10,4,83,97,1,14.67
22,Male,Tier 3,Mechanical,6.12,123,0,5,6,42,52,1824,45,6,3,6,95,49,1,9.68
22,Other,Tier 3,Data Science,9.24,396,0,5,4,90,81,1479,187,5,7,10,98,50,1,13.38
25,Male,Tier 3,Mechanical,8.22,0,0,6,12,71,99,1401,0,3,8,4,69,63,1,13.3
18,Male,Tier 2,Information Technology,6.96,454,0,7,4,69,71,1699,77,8,2,2,79,73,1,9.36
22,Other,Tier 2,Civil,7.58,164,3,5,3,76,47,1438,225,8,5,5,48,37,1,12.01
18,Male,Tier 2,Electronics,6.75,203,3,7,9,49,76,2555,168,7,4,2,58,37,1,14.96
20,Male,Tier 3,Computer Science,7.97,375,4,7,4,99,79,1615,149,4,1,6,85,64,1,10.57
21,Other,Tier 3,Data Science,7.56,233,2,1,7,57,93,1640,114,8,6,1,97,88,1,14.77
18,Other,Tier 3,AI/ML,8.14,0,0,1,10,74,83,1298,0,5,9,6,49,37,1,13.69
20,Other,Tier 3,Information Technology,6.9,453,0,4,7,60,68,1522,81,8,2,10,96,61,1,12.0
20,Male,Tier 3,Computer Science,6.88,175,2,6,2,62,56,1587,249,5,1,2,83,45,1,12.91
25,Female,Tier 3,Civil,7.77,662,2,9,6,41,73,1193,59,7,1,1,100,86,1,12.21
20,Male,Tier 2,Data Science,8.72,108,3,1,8,92,98,2064,4,5,10,2,74,71,1,15.83
18,Other,Tier 3,AI/ML,7.37,117,3,3,7,96,37,1232,183,4,5,8,46,94,1,16.38
18,Female,Tier 2,Information Technology,5.09,277,1,9,7,97,76,1410,128,2,8,4,81,66,1,10.54
19,Other,Tier 1,Information Technology,5.91,481,3,9,9,95,55,1855,111,2,2,9,90,92,1,10.45
18,Male,Tier 2,AI/ML,6.59,0,2,10,5,57,79,1573,182,1,7,10,71,45,1,13.05
21,Female,Tier 1,Electronics,7.11,270,0,8,11,58,95,1151,80,8,6,4,52,75,1,11.16
18,Male,Tier 3,Information Technology,7.9,456,1,4,4,76,66,1369,36,1,10,2,88,83,1,14.09
23,Female,Tier 2,Electronics,9.21,106,3,0,7,48,42,1760,226,5,3,8,84,77,1,13.65
24,Male,Tier 2,Electronics,6.5,336,0,9,4,52,63,1573,175,0,3,1,96,88,1,14.25
20,Male,Tier 1,AI/ML,7.37,71,2,8,5,61,55,1473,139,8,2,4,61,94,1,14.43
23,Female,Tier 3,Data Science,7.0,188,0,3,3,64,83,970,163,1,1,4,80,54,1,16.6
19,Male,Tier 2,AI/ML,6.98,317,0,5,1,83,51,1258,17,5,6,2,60,41,1,12.25
24,Male,Tier 3,AI/ML,7.23,0,2,10,7,58,98,2013,153,7,1,8,46,62,1,11.63
22,Female,Tier 2,Computer Science,6.78,310,1,5,3,71,67,1607,152,2,2,7,81,48,1,12.86
23,Female,Tier 2,Civil,8.5,550,2,4,2,82,36,1157,74,4,6,5,99,41,1,14.72
24,Female,Tier 2,Data Science,6.42,157,1,2,10,49,73,1616,192,0,10,9,78,84,1,15.39
24,Female,Tier 1,Data Science,7.01,319,2,8,8,95,42,1534,121,0,8,5,84,36,1,11.78
18,Female,Tier 1,Computer Science,6.26,350,0,0,4,47,82,1158,0,5,7,8,74,75,1,11.04
20,Male,Tier 3,Mechanical,8.66,0,0,9,3,80,67,1349,174,4,5,6,46,92,1,8.78
24,Female,Tier 2,Civil,6.99,79,4,8,10,46,75,1097,87,5,10,4,84,94,1,13.15
25,Female,Tier 3,Information Technology,5.99,241,3,1,5,48,75,2229,180,8,1,8,92,72,1,13.21
20,Male,Tier 1,Computer Science,8.0,145,2,7,12,53,87,1558,207,0,1,2,64,76,1,13.76
20,Male,Tier 1,AI/ML,7.39,328,2,1,5,48,39,2312,187,4,2,8,82,62,1,11.28
23,Male,Tier 2,AI/ML,7.13,91,0,7,2,84,100,2271,248,4,7,7,45,38,1,11.97
21,Other,Tier 2,Information Technology,9.38,344,1,0,11,53,62,1299,192,3,2,4,81,59,1,13.6
24,Other,Tier 1,Data Science,8.04,44,1,7,3,86,41,1166,239,7,4,2,49,81,1,15.72
24,Female,Tier 3,Mechanical,8.62,582,2,3,9,94,89,1652,160,5,9,3,70,64,1,13.17
18,Male,Tier 3,Data Science,6.62,0,0,0,4,42,62,1337,0,8,8,10,93,70,1,13.86
20,Female,Tier 2,Electronics,7.59,0,0,5,5,88,98,1383,277,5,6,2,66,86,1,11.62
21,Male,Tier 1,Data Science,6.2,0,2,8,2,50,99,835,162,0,10,2,96,45,1,12.49
25,Female,Tier 3,Computer Science,6.85,185,2,8,3,93,97,1400,21,7,2,8,82,78,1,12.11
24,Female,Tier 2,Information Technology,5.78,136,2,6,7,47,54,1803,150,1,8,8,90,71,1,13.8
22,Female,Tier 1,Data Science,9.35,241,1,7,5,53,96,1457,98,5,10,9,56,72,1,14.29
19,Male,Tier 1,Civil,6.19,262,2,1,9,40,47,1574,152,2,10,6,67,99,1,13.48
22,Other,Tier 2,Mechanical,8.13,254,3,5,3,64,68,1306,45,0,8,2,89,73,1,11.91
19,Male,Tier 1,Electronics,8.66,145,1,5,3,71,74,1126,86,0,5,6,72,67,1,12.57
23,Female,Tier 3,Computer Science,8.84,200,2,9,1,55,57,2371,125,6,6,2,54,67,1,18.39
25,Male,Tier 3,AI/ML,8.09,304,1,3,4,68,39,2002,209,0,10,6,52,43,1,15.44
21,Other,Tier 3,Data Science,9.52,175,3,1,11,91,58,1101,65,2,3,8,91,90,1,18.12
19,Female,Tier 3,Data Science,8.65,171,0,1,2,98,95,800,103,4,3,3,60,50,1,9.79
23,Other,Tier 2,Computer Science,6.71,91,3,3,3,79,96,886,270,5,8,1,57,72,1,12.5
18,Other,Tier 2,Computer Science,8.61,216,2,8,2,57,82,1054,160,4,4,7,54,91,1,12.71
22,Other,Tier 3,Information Technology,6.99,271,0,7,4,47,96,1165,0,8,6,3,82,96,1,11.29
24,Female,Tier 1,Civil,8.16,114,1,6,9,60,50,1503,240,2,7,2,76,80,1,13.15
24,Other,Tier 1,Information Technology,7.29,258,2,2,11,79,41,1211,40,0,4,10,99,50,1,10.45
24,Male,Tier 1,Civil,7.57,363,0,1,2,71,39,1731,89,4,1,5,90,98,1,12.54
25,Male,Tier 2,Civil,7.51,260,0,2,2,86,94,800,54,0,3,1,76,65,1,7.87
25,Male,Tier 3,Mechanical,7.83,264,2,1,7,48,75,1074,144,8,2,1,98,92,1,9.42
25,Male,Tier 3,Information Technology,6.16,143,3,6,8,95,67,1639,231,1,7,7,98,41,1,11.96
24,Female,Tier 2,Data Science,8.52,257,1,10,12,88,71,1532,114,4,5,3,63,78,1,12.62
18,Female,Tier 3,Information Technology,7.64,361,1,6,5,94,80,1140,104,3,9,7,80,72,1,16.85
23,Male,Tier 1,Electronics,7.38,293,3,7,7,66,91,1858,79,3,2,6,68,57,1,12.54
23,Female,Tier 1,Mechanical,8.02,435,3,3,3,45,45,800,61,2,7,9,51,87,1,12.62
23,Male,Tier 3,Mechanical,7.08,111,0,5,9,83,78,1682,133,6,10,8,76,43,1,14.44
18,Female,Tier 2,Mechanical,8.15,351,1,8,3,67,65,1332,128,4,3,5,56,61,1,11.2
23,Other,Tier 1,Data Science,5.84,393,1,7,1,98,37,1420,0,5,3,6,50,61,1,11.35
24,Male,Tier 2,Data Science,6.98,0,0,8,7,47,99,969,63,2,2,2,85,67,1,10.61
18,Other,Tier 2,Information Technology,7.99,363,1,4,3,66,49,1661,117,5,5,8,52,56,1,16.04
19,Other,Tier 2,AI/ML,7.9,283,1,7,11,52,65,1648,88,2,1,1,71,47,1,11.21
19,Other,Tier 3,Data Science,5.12,191,0,8,10,62,54,2065,131,7,5,9,45,56,1,9.81
21,Male,Tier 3,Electronics,8.2,303,0,5,9,80,67,1174,121,5,10,7,60,62,1,11.29
22,Female,Tier 1,Electronics,7.38,124,2,1,7,87,50,1774,79,5,6,6,72,48,1,11.45
21,Other,Tier 2,Information Technology,7.09,304,0,10,5,70,76,1027,78,1,1,5,56,69,1,10.18
20,Female,Tier 3,Electronics,8.54,0,1,8,10,77,61,1665,89,3,4,6,75,46,1,11.74
25,Female,Tier 2,Information Technology,6.52,195,1,8,5,77,69,1667,77,0,9,5,92,92,1,15.93
25,Male,Tier 2,Mechanical,7.82,279,0,0,10,95,52,1391,215,7,8,2,64,35,1,15.33
18,Other,Tier 2,Mechanical,6.04,144,3,0,9,71,47,1672,194,7,4,7,52,100,1,11.53
23,Female,Tier 3,AI/ML,6.46,261,1,5,3,98,49,1966,123,6,5,3,86,39,1,8.84
19,Male,Tier 3,Computer Science,7.31,367,1,10,11,78,76,1414,220,4,9,6,53,45,1,14.98
19,Other,Tier 1,Data Science,7.14,256,2,9,5,90,89,805,216,3,4,4,80,48,1,11.65
25,Other,Tier 3,Electronics,6.8,167,0,6,10,98,40,1609,29,1,8,8,46,83,1,9.87
18,Other,Tier 3,AI/ML,7.15,156,3,7,1,83,50,1567,72,3,7,4,83,87,1,17.11
23,Male,Tier 3,Information Technology,7.89,352,3,3,7,56,90,1238,312,2,10,7,90,42,1,14.53
23,Female,Tier 3,AI/ML,6.49,356,0,0,10,50,85,1518,54,7,2,3,65,70,1,14.18
18,Female,Tier 3,Mechanical,8.18,250,3,8,11,55,38,2290,184,7,4,6,62,88,1,13.82
18,Male,Tier 3,Civil,9.48,348,1,4,1,80,95,1665,89,6,9,6,93,83,1,15.08
22,Female,Tier 3,Civil,6.79,465,2,5,6,76,64,886,229,3,5,9,77,83,1,10.58
23,Female,Tier 2,Computer Science,7.14,205,0,2,1,82,91,1267,175,6,5,7,68,60,1,11.2
19,Other,Tier 3,Information Technology,6.53,273,1,9,6,76,88,1206,76,2,8,5,53,62,1,9.33
21,Female,Tier 3,Computer Science,6.75,324,3,2,9,84,65,1462,265,4,4,8,46,65,1,17.93
25,Female,Tier 1,Data Science,6.74,125,2,6,9,63,96,1845,146,5,4,10,49,83,1,14.26
19,Male,Tier 3,Mechanical,7.6,220,2,9,4,55,51,1383,154,7,7,7,97,46,1,13.16
24,Male,Tier 3,Electronics,8.42,54,1,1,8,49,54,1874,0,5,2,3,96,76,1,12.33
25,Female,Tier 2,Data Science,6.87,22,1,3,3,59,90,800,32,0,7,4,83,100,1,12.39
19,Other,Tier 2,Civil,6.6,93,1,4,3,42,85,1923,21,0,10,10,90,66,1,14.34
24,Male,Tier 1,Mechanical,6.31,81,1,4,10,89,62,1238,169,5,1,7,51,97,1,7.31
25,Male,Tier 3,Civil,7.49,105,0,7,6,44,49,1176,152,3,5,9,94,90,1,15.84
23,Female,Tier 3,Information Technology,6.29,357,4,1,1,55,58,1340,82,0,3,3,61,35,1,14.87
19,Female,Tier 2,AI/ML,6.36,76,2,5,10,84,76,1611,247,4,4,2,54,68,1,13.19
24,Female,Tier 2,Information Technology,5.79,157,0,9,5,40,73,1792,246,3,8,9,51,71,1,11.49
19,Male,Tier 3,Civil,6.62,496,1,3,7,97,41,1423,71,6,4,5,47,82,1,9.65
19,Male,Tier 1,Electronics,6.0,675,1,3,10,63,61,1947,67,2,8,10,52,99,1,15.36
20,Male,Tier 2,Computer Science,7.73,321,1,1,7,48,88,1198,78,8,2,8,94,77,1,11.4
22,Other,Tier 3,Electronics,5.23,176,1,2,11,85,66,1451,224,3,6,3,87,47,1,9.45
23,Female,Tier 1,AI/ML,8.01,0,2,2,5,96,98,1858,47,4,7,9,75,51,1,14.17
25,Male,Tier 3,Electronics,7.61,281,2,3,8,43,61,1412,20,5,10,8,99,93,1,12.71
18,Other,Tier 2,Information Technology,8.2,160,3,1,8,72,88,1413,0,7,10,4,84,62,1,17.38
24,Other,Tier 2,Electronics,5.88,387,2,9,10,82,77,1078,201,7,3,1,53,41,1,11.02
21,Female,Tier 1,Computer Science,6.64,490,1,1,2,93,68,1425,91,6,9,2,60,64,1,14.53
21,Male,Tier 2,Mechanical,5.72,0,0,10,5,76,52,1855,53,3,6,3,92,70,1,12.11
21,Female,Tier 3,Computer Science,7.25,75,0,4,2,69,85,1662,87,2,9,6,98,48,1,10.35
18,Male,Tier 3,Data Science,6.15,0,3,1,7,57,40,1591,45,4,1,4,84,94,1,11.25
24,Male,Tier 1,Civil,7.02,108,3,0,7,79,39,916,322,4,4,9,82,45,1,12.82
19,Female,Tier 3,AI/ML,9.02,424,0,9,2,50,35,1337,134,6,3,5,63,43,1,12.42
23,Male,Tier 1,Mechanical,9.04,374,2,4,11,45,78,1167,148,0,10,10,68,98,1,17.24
23,Female,Tier 2,Computer Science,6.02,324,0,3,5,54,44,1920,51,5,4,3,83,63,1,8.58
19,Female,Tier 3,Civil,8.36,196,0,8,11,49,55,1106,190,3,6,10,99,86,1,13.64
21,Female,Tier 3,Mechanical,7.29,418,3,2,7,50,69,1868,113,7,2,10,93,64,1,16.48
19,Female,Tier 2,AI/ML,8.78,0,1,7,12,99,60,1089,0,0,9,8,89,52,1,13.77
22,Male,Tier 2,Electronics,5.99,127,1,0,1,96,56,1831,0,5,5,1,72,69,1,11.25
24,Other,Tier 3,Mechanical,7.32,237,1,1,8,49,96,1495,0,7,6,4,55,49,1,10.74
20,Male,Tier 3,Electronics,8.74,70,2,6,5,56,48,2033,7,4,10,4,45,38,1,12.34
19,Other,Tier 3,Civil,6.25,419,0,8,3,56,36,1258,147,3,1,10,55,52,1,9.45
21,Female,Tier 2,Electronics,7.15,441,4,5,7,67,60,1720,28,0,10,1,69,89,1,14.97
23,Other,Tier 1,Information Technology,8.94,297,1,9,5,41,85,922,5,6,5,5,71,82,1,15.13
19,Female,Tier 2,Mechanical,7.9,111,2,2,12,54,41,1711,247,0,3,9,77,60,1,15.54
22,Other,Tier 3,AI/ML,8.8,333,3,4,5,61,76,1387,87,0,8,5,98,56,1,15.51
20,Other,Tier 1,Information Technology,6.32,196,1,9,11,57,69,1896,0,0,1,1,49,35,1,6.97
23,Female,Tier 2,Civil,8.03,197,3,7,10,43,63,800,115,6,5,10,69,73,1,13.62
22,Male,Tier 3,AI/ML,6.77,352,3,1,7,77,87,983,121,8,10,3,89,99,1,14.09
24,Other,Tier 2,Data Science,7.24,0,1,9,4,93,72,1267,121,8,6,10,72,59,1,13.37
23,Female,Tier 1,Data Science,9.05,370,3,3,12,45,75,1611,221,2,7,1,68,93,1,14.83
22,Other,Tier 1,Mechanical,8.75,417,1,1,1,42,44,1293,273,5,5,5,74,81,1,14.09
19,Male,Tier 2,Electronics,9.39,295,1,7,11,76,69,1253,58,8,1,1,54,35,1,11.8
21,Male,Tier 3,Civil,6.63,440,1,10,1,68,84,1439,0,1,8,9,91,65,1,12.83
20,Other,Tier 3,AI/ML,7.33,179,1,0,10,85,48,1543,116,5,6,8,59,55,1,13.63
20,Male,Tier 1,Information Technology,7.77,304,0,0,2,69,80,995,289,4,3,7,84,61,1,8.0
20,Male,Tier 3,Civil,7.07,85,2,10,2,48,69,1588,131,2,4,5,80,59,1,11.92
18,Other,Tier 2,Information Technology,8.72,416,1,5,7,84,96,1335,184,2,8,9,67,96,1,17.21
21,Male,Tier 1,Information Technology,8.3,229,0,9,5,75,72,893,145,7,8,2,62,85,1,14.38
25,Male,Tier 2,Civil,6.43,253,2,0,10,49,50,1420,231,3,8,1,52,62,1,16.65
20,Female,Tier 2,Data Science,8.38,237,0,1,7,77,71,1851,171,7,5,4,61,45,1,12.05
19,Female,Tier 3,Mechanical,9.29,139,2,10,6,45,82,1661,187,0,3,2,77,86,1,13.16
22,Female,Tier 3,AI/ML,7.76,391,0,4,2,63,45,1535,157,7,7,4,77,87,1,12.52
19,Other,Tier 3,Computer Science,8.0,215,1,4,1,80,63,1340,121,0,4,3,67,63,1,14.67
23,Female,Tier 2,Civil,5.45,113,2,3,10,68,58,2246,142,0,6,7,46,35,1,10.75
24,Other,Tier 3,Electronics,7.99,132,3,0,10,51,53,800,148,5,10,8,96,66,1,14.03
24,Female,Tier 3,Mechanical,7.3,299,3,1,1,64,37,1499,0,1,2,4,85,35,1,12.59
21,Male,Tier 1,Information Technology,7.64,39,0,5,12,59,63,918,34,3,8,5,65,61,1,14.01
24,Other,Tier 3,Mechanical,5.2,374,0,2,7,70,74,1587,99,1,3,2,99,85,1,6.1
21,Other,Tier 1,Electronics,6.4,367,2,6,3,50,64,1889,37,7,3,5,89,68,1,13.7
21,Other,Tier 2,Information Technology,7.89,248,2,0,10,97,83,1191,73,0,8,10,57,45,1,17.76
18,Female,Tier 3,Electronics,7.38,449,2,7,2,80,42,1534,83,8,2,7,93,82,1,13.07
21,Other,Tier 3,Civil,9.36,153,2,8,6,86,43,1769,135,5,4,3,48,56,1,11.19
21,Other,Tier 2,Electronics,5.73,182,0,4,11,78,77,1571,190,0,2,6,55,36,1,6.04
18,Other,Tier 3,Electronics,7.85,232,3,6,2,100,75,1451,167,7,8,10,82,62,1,18.27
20,Female,Tier 2,Civil,7.5,46,2,4,10,95,56,1384,188,8,10,7,57,87,1,16.17
18,Male,Tier 1,Mechanical,7.87,173,1,9,4,93,41,971,167,0,6,5,73,86,1,10.37
22,Male,Tier 3,Civil,7.89,353,1,2,12,75,57,1286,111,8,2,9,57,54,1,12.01
23,Female,Tier 1,AI/ML,6.59,42,1,9,2,70,58,1436,125,7,3,10,74,58,1,13.59
19,Male,Tier 2,Information Technology,6.42,410,0,6,7,41,56,1048,12,2,10,7,59,44,1,11.53
24,Female,Tier 3,Computer Science,6.26,46,2,4,1,58,36,2130,83,3,5,2,75,88,1,16.53
18,Other,Tier 3,Mechanical,6.21,0,0,7,8,70,62,1901,61,8,7,5,46,68,1,11.35
25,Male,Tier 2,AI/ML,5.84,244,0,8,7,91,86,969,114,4,8,9,71,59,1,10.12
23,Other,Tier 3,Electronics,7.43,343,0,1,3,48,84,1534,156,4,2,6,60,76,1,10.33
22,Male,Tier 1,Mechanical,6.76,320,3,0,11,81,79,1410,114,0,10,9,97,55,1,15.3
20,Male,Tier 3,Data Science,6.17,464,0,5,10,95,63,1362,129,2,3,5,45,72,1,9.75
18,Other,Tier 2,Civil,7.85,300,0,3,5,96,45,1432,235,6,3,4,99,53,1,4.77
23,Other,Tier 3,Civil,8.44,388,1,4,1,48,49,807,194,3,4,3,54,96,1,14.77
24,Male,Tier 3,Civil,7.76,16,4,1,10,46,87,1688,200,5,9,1,69,68,1,14.56
21,Other,Tier 2,Data Science,7.64,197,1,1,3,79,99,1759,94,6,7,4,99,49,1,11.75
18,Female,Tier 2,AI/ML,7.16,48,3,0,10,68,85,1401,148,0,5,7,57,75,1,15.07
18,Female,Tier 2,Information Technology,7.45,35,0,8,6,96,65,1923,234,7,8,6,60,62,1,12.59
23,Other,Tier 3,Electronics,6.45,170,2,9,6,98,66,1378,142,3,3,5,88,66,1,10.85
21,Other,Tier 2,Computer Science,6.34,403,1,8,5,95,73,1540,35,3,4,9,84,37,1,11.55
20,Female,Tier 3,Mechanical,7.36,142,2,10,3,70,35,1868,130,6,7,5,93,74,1,12.95
23,Other,Tier 3,Data Science,7.12,316,1,8,12,98,83,1424,113,8,10,3,70,99,1,15.53
23,Other,Tier 2,AI/ML,5.78,62,1,0,12,46,48,1721,313,8,4,7,48,85,1,12.28
21,Other,Tier 2,Data Science,9.06,184,2,5,6,59,80,1227,156,6,6,2,66,69,1,16.36
19,Female,Tier 1,AI/ML,5.89,218,2,8,7,44,74,1440,65,5,1,10,64,50,1,9.29
21,Other,Tier 3,AI/ML,8.04,320,0,5,9,44,69,1729,146,0,2,1,51,50,1,9.29
18,Female,Tier 1,Electronics,7.62,107,2,2,11,74,48,1340,37,6,5,6,77,39,1,11.77
19,Male,Tier 3,Mechanical,7.29,181,2,5,6,46,97,1140,211,2,7,4,63,69,1,13.09
23,Female,Tier 2,Data Science,6.67,87,2,4,8,66,52,800,102,5,9,5,67,98,1,10.68
20,Male,Tier 1,Computer Science,7.91,254,0,1,7,41,37,1995,137,2,7,9,64,90,1,10.97
25,Female,Tier 3,Mechanical,5.32,370,2,9,3,43,51,995,87,7,7,4,73,92,1,15.1
23,Female,Tier 3,Information Technology,7.81,308,2,9,5,86,64,1780,192,1,10,4,99,84,1,17.81
24,Female,Tier 3,Computer Science,6.6,193,1,5,4,61,57,1127,117,2,10,4,93,85,1,12.72
20,Other,Tier 3,Civil,5.45,151,1,9,4,96,94,1953,139,5,10,4,85,93,1,13.49
20,Female,Tier 2,Computer Science,7.08,0,0,5,9,87,83,1404,203,2,1,8,49,61,1,7.59
22,Female,Tier 3,Information Technology,7.95,0,2,4,11,80,41,1457,163,7,10,5,67,66,1,14.14
21,Female,Tier 1,AI/ML,9.67,176,3,6,5,92,87,1247,136,2,9,6,48,83,1,15.03
24,Female,Tier 3,Information Technology,5.76,85,3,6,5,69,74,1715,95,0,6,6,90,37,1,15.91
21,Female,Tier 2,Computer Science,6.76,356,3,6,1,60,81,1628,83,7,1,5,99,96,1,10.05
25,Other,Tier 1,AI/ML,5.47,332,0,2,9,70,65,1869,0,5,8,7,98,80,1,10.04
24,Female,Tier 1,Mechanical,6.53,332,1,9,10,81,42,1334,225,5,5,8,50,98,1,10.66
25,Female,Tier 3,Computer Science,5.96,179,1,6,8,58,70,1324,162,8,10,10,70,50,1,11.72
23,Male,Tier 3,Mechanical,7.64,131,0,8,1,56,71,1346,57,3,6,9,59,78,1,10.22
19,Male,Tier 1,Information Technology,8.47,142,3,0,12,68,90,1328,203,0,4,5,93,81,1,15.58
21,Male,Tier 1,Data Science,8.84,322,2,10,4,57,46,1239,284,5,3,8,62,54,1,14.54
19,Male,Tier 2,AI/ML,7.05,258,0,0,10,58,65,1512,101,8,1,2,93,42,1,7.19
25,Other,Tier 2,AI/ML,8.83,246,1,4,2,96,57,1514,286,6,1,1,55,89,1,10.7
25,Female,Tier 2,Data Science,7.86,131,1,1,9,76,67,1562,136,2,1,7,54,72,1,12.87
25,Other,Tier 1,Information Technology,8.41,163,3,2,9,49,79,1945,238,3,7,6,95,75,1,14.43
20,Male,Tier 1,AI/ML,7.19,175,3,4,9,43,64,1343,23,0,3,6,51,79,1,14.31
25,Male,Tier 2,Data Science,5.15,145,0,5,12,59,87,1433,223,7,3,4,83,36,1,7.93
22,Female,Tier 1,Electronics,7.63,237,2,7,2,93,44,1780,150,3,9,4,98,79,1,15.86
19,Female,Tier 2,Electronics,6.65,97,1,7,7,63,70,1578,80,8,9,6,64,93,1,12.78
24,Male,Tier 1,Civil,7.52,436,3,10,5,89,100,1725,65,6,8,4,74,37,1,12.23
20,Male,Tier 3,Mechanical,8.91,12,1,1,8,92,68,1291,171,3,3,7,64,45,1,16.01
25,Male,Tier 3,AI/ML,7.01,254,1,1,5,62,100,1143,130,5,1,2,79,58,1,8.31
18,Other,Tier 1,Computer Science,6.45,364,0,6,4,95,40,1298,193,0,2,10,82,38,1,9.45
25,Other,Tier 2,Electronics,5.83,425,2,8,4,59,35,989,71,3,10,1,72,35,1,12.66
25,Other,Tier 2,Data Science,8.21,171,3,8,8,51,97,1125,133,0,4,5,65,42,1,13.44
23,Other,Tier 3,Data Science,6.73,282,2,2,11,42,56,1028,0,4,5,7,87,71,1,16.56
21,Other,Tier 3,Data Science,7.3,276,1,2,3,60,97,1176,191,7,10,9,59,36,1,12.47
22,Other,Tier 1,Electronics,4.5,164,1,8,3,99,60,1351,106,3,3,2,58,39,1,8.8
19,Other,Tier 2,Data Science,6.56,138,1,10,9,89,55,1345,0,2,7,8,56,66,1,8.13
23,Female,Tier 1,Civil,7.3,267,3,3,7,46,71,1757,99,7,6,7,53,92,1,11.35
20,Male,Tier 2,AI/ML,5.26,116,4,8,11,85,67,1597,235,4,5,7,83,40,1,12.62
22,Other,Tier 2,Electronics,5.99,118,1,4,8,46,90,1152,87,8,9,1,51,95,1,14.43
25,Male,Tier 1,Civil,8.4,224,2,9,7,63,68,1514,56,0,7,6,46,41,1,10.8
20,Male,Tier 2,Information Technology,8.99,0,1,1,5,88,39,807,263,7,8,2,98,67,1,14.33
20,Male,Tier 3,Computer Science,6.07,352,1,3,6,87,45,1720,13,3,8,2,77,64,1,10.89
22,Other,Tier 3,Information Technology,8.08,127,2,2,3,79,48,1548,233,0,9,1,73,92,1,9.78
23,Other,Tier 2,Data Science,6.86,289,4,9,11,78,45,822,77,2,9,10,88,54,1,17.08
19,Female,Tier 2,Data Science,6.5,27,4,6,1,99,64,1845,155,8,4,5,76,90,1,13.06
20,Female,Tier 2,Data Science,7.1,404,0,6,2,61,41,1553,171,1,9,7,46,78,1,10.99
